age,annual_income,employment_years,credit_history_years,loan_amount,loan_term_months,interest_rate,monthly_debt,debt_to_income,credit_utilization,late_payments_12m,recent_credit_inquiries,existing_loans,savings_balance,home_ownership,loan_purpose,employment_type,region,defaulted
68,68426.03,0.8,40.0,10546.39,48,18.06,1880.76,0.33,0.506,2,3,2,40744.77,mortgage,small_business,self_employed,southeast,0
50,33698.29,0.0,27.7,12461.54,12,6.79,1003.66,0.357,0.569,1,0,0,7427.45,rent,education,self_employed,midwest,0
68,94267.67,3.2,40.0,64776.87,36,18.89,3447.49,0.439,0.21,0,1,5,22247.31,mortgage,small_business,salaried,south,1
38,28173.4,7.6,9.7,17668.0,36,11.93,933.95,0.398,0.136,1,0,4,1249.16,mortgage,medical,salaried,south,1
66,25036.4,9.0,40.0,17632.56,60,15.49,709.59,0.34,0.116,0,1,3,15288.74,rent,education,salaried,south,0
49,20780.66,8.2,28.6,4494.52,36,10.56,506.92,0.293,0.604,1,2,3,8317.61,mortgage,debt_consolidation,salaried,southeast,1
24,91952.77,11.2,5.0,40344.59,12,16.06,1712.81,0.224,0.762,3,2,2,0.0,own,debt_consolidation,salaried,southeast,0
40,48735.74,0.0,10.5,23801.5,12,25.22,1881.89,0.463,0.524,2,2,0,2100.7,rent,medical,salaried,north,1
27,30021.51,11.3,7.9,7573.02,36,15.03,629.08,0.251,0.278,2,4,4,7906.76,mortgage,small_business,salaried,southeast,1
66,58371.88,5.3,40.0,14395.16,24,12.57,2620.77,0.539,0.609,0,1,2,6836.68,rent,home_improvement,contract,northeast,1
35,46112.1,9.4,7.6,28252.0,60,13.52,1523.73,0.397,0.085,3,5,2,17119.03,rent,education,salaried,southeast,0
31,78887.14,1.2,8.7,42856.76,60,8.33,2776.37,0.422,0.359,0,1,2,14888.67,mortgage,debt_consolidation,salaried,southeast,0
47,18032.13,6.5,30.2,9516.06,60,20.59,533.07,0.355,0.745,3,2,2,1395.64,rent,education,contract,southeast,1
41,30901.15,7.4,24.1,8905.78,24,15.81,1497.21,0.581,0.319,0,6,5,15808.68,mortgage,small_business,salaried,southeast,0
25,28445.38,11.1,1.0,12495.05,48,10.09,729.3,0.308,0.529,2,1,1,6688.02,rent,medical,self_employed,northeast,1
60,18000.0,0.2,40.0,2500.0,36,10.23,465.84,0.311,0.908,1,1,1,1441.67,mortgage,small_business,salaried,southeast,1
61,53924.35,6.6,36.2,10885.49,12,14.56,2526.48,0.562,0.206,0,0,0,13619.11,rent,debt_consolidation,salaried,south,0
56,30835.86,2.2,32.5,13768.15,24,18.41,1044.95,0.407,0.834,0,1,3,15697.02,own,medical,self_employed,northeast,1
50,47129.06,8.5,25.3,14850.06,24,9.67,1266.75,0.323,0.373,0,2,0,24847.68,rent,home_improvement,contract,south,1
40,93069.72,9.6,14.9,67789.38,36,19.18,1718.39,0.222,0.295,1,0,4,37501.54,rent,education,salaried,southeast,0
47,29781.35,11.6,28.2,12419.88,60,14.12,526.94,0.212,0.171,1,1,4,15764.54,rent,debt_consolidation,self_employed,southeast,0
46,28943.93,4.4,27.4,4997.04,48,10.59,1236.81,0.513,0.549,2,3,4,1564.17,mortgage,home_improvement,salaried,southeast,0
28,36309.65,10.2,1.8,4765.3,24,12.54,698.69,0.231,0.155,3,3,2,2351.0,own,education,salaried,southeast,1
24,52294.36,11.9,3.8,30169.27,36,21.84,362.13,0.083,0.116,1,2,2,91.86,mortgage,education,contract,south,1
33,27227.44,0.0,22.4,6209.2,24,8.67,205.36,0.091,0.263,1,1,5,2748.46,mortgage,medical,self_employed,south,0
42,26502.55,8.9,16.1,6316.13,24,11.43,1343.54,0.608,0.609,2,2,4,15358.65,mortgage,education,self_employed,southeast,1
28,53853.33,10.3,9.7,20841.16,12,18.5,1715.73,0.382,0.333,2,0,1,0.0,rent,debt_consolidation,self_employed,southeast,0
26,40498.84,5.5,1.0,11597.17,36,15.41,1161.21,0.344,0.276,2,1,1,10300.35,mortgage,medical,salaried,northeast,0
61,18000.0,1.7,31.7,9151.98,36,11.18,863.48,0.576,0.69,0,3,1,1235.46,rent,medical,self_employed,southeast,1
38,20647.21,10.3,14.9,8795.43,48,18.55,464.41,0.27,0.101,0,1,2,9052.32,own,medical,salaried,south,0
49,64894.56,1.7,21.5,12343.85,48,18.75,2754.23,0.509,0.721,0,1,3,34091.71,own,medical,salaried,north,1
46,40896.91,5.8,22.3,25126.52,24,15.89,1601.04,0.47,0.449,1,2,1,17643.07,rent,education,contract,midwest,1
56,25081.3,6.3,25.9,9738.84,48,11.93,705.69,0.338,0.376,4,3,0,4970.38,rent,education,salaried,south,1
56,32158.37,9.4,37.8,16234.37,12,12.58,1335.38,0.498,0.254,3,2,2,15871.17,mortgage,small_business,salaried,northeast,1
35,34736.96,4.0,12.0,4254.71,36,15.7,1741.25,0.602,0.485,0,2,3,21834.13,mortgage,debt_consolidation,self_employed,north,1
61,47051.97,3.8,35.0,24214.45,36,8.99,738.43,0.188,0.217,1,1,4,17810.47,mortgage,education,salaried,midwest,0
38,19526.53,6.9,15.9,5822.72,12,20.08,150.0,0.092,0.696,0,0,0,7686.61,mortgage,debt_consolidation,self_employed,northeast,0
61,24265.27,10.5,32.8,10469.34,24,21.64,1058.75,0.524,0.555,0,1,4,2551.83,rent,home_improvement,contract,northeast,0
40,38740.52,15.6,18.9,11915.19,24,13.51,961.85,0.298,0.826,1,1,0,19379.8,mortgage,home_improvement,self_employed,north,0
26,33125.86,0.5,1.0,24766.36,12,16.0,1032.36,0.374,0.283,0,3,1,21581.1,rent,debt_consolidation,salaried,southeast,0
57,43922.45,7.8,24.5,11658.36,60,19.48,732.52,0.2,0.149,1,0,3,7745.4,mortgage,education,contract,northeast,0
22,20611.55,2.2,1.0,14327.12,24,22.71,918.19,0.535,0.23,1,0,0,1285.63,rent,home_improvement,salaried,south,0
58,40134.6,10.6,32.5,28026.75,36,21.04,1570.1,0.469,0.904,2,1,3,4863.76,rent,small_business,salaried,south,1
23,54636.92,2.7,1.0,21047.8,60,7.21,2708.25,0.595,0.502,4,2,0,33643.88,own,home_improvement,self_employed,southeast,1
30,42381.35,3.8,12.3,13202.72,36,13.17,1188.92,0.337,0.47,0,4,1,13662.01,mortgage,education,self_employed,midwest,0
49,36622.82,4.1,31.9,13186.14,36,16.6,1853.56,0.607,0.35,0,1,3,23199.0,mortgage,debt_consolidation,contract,southeast,1
66,33180.87,6.2,37.3,24662.8,60,12.42,983.98,0.356,0.703,0,3,1,10963.7,own,home_improvement,salaried,northeast,0
40,24327.5,7.8,15.8,12403.17,24,21.99,842.48,0.416,0.235,2,0,2,4725.63,mortgage,debt_consolidation,salaried,north,0
26,33515.41,8.4,4.0,15524.72,24,21.34,1240.15,0.444,0.418,2,1,1,9845.07,own,medical,salaried,southeast,0
32,58634.38,6.5,8.9,8362.92,36,11.07,1683.18,0.344,0.538,0,2,3,6231.41,own,debt_consolidation,salaried,southeast,1
64,32859.89,1.2,40.0,21495.0,36,13.82,1051.25,0.384,0.689,0,1,0,5813.61,mortgage,medical,self_employed,south,1
55,23772.44,9.4,32.9,4107.82,48,11.35,397.37,0.201,0.487,0,1,0,7021.27,rent,debt_consolidation,salaried,northeast,0
25,28092.45,6.3,5.4,4202.42,12,13.68,645.37,0.276,0.741,1,1,5,11336.74,rent,debt_consolidation,salaried,southeast,0
39,37584.88,11.1,11.9,11018.41,36,13.55,1437.86,0.459,0.201,1,4,1,7946.74,mortgage,medical,salaried,midwest,1
33,29528.88,3.7,5.5,12394.65,48,18.51,248.67,0.101,0.326,1,2,4,7919.09,rent,small_business,salaried,northeast,0
29,42354.39,0.1,3.4,28971.76,60,10.77,1617.31,0.458,0.722,1,3,0,24201.7,rent,debt_consolidation,salaried,southeast,1
61,43027.49,6.4,36.2,26580.21,12,5.5,875.03,0.244,0.418,2,1,0,0.0,rent,small_business,self_employed,south,0
50,50180.06,11.7,33.7,12269.44,24,7.76,948.37,0.227,0.697,1,2,4,28650.45,rent,debt_consolidation,contract,south,1
29,62811.6,7.1,3.3,22261.06,60,10.18,2378.9,0.454,0.398,2,0,2,18592.8,rent,debt_consolidation,salaried,south,1
52,52483.84,5.7,26.2,32096.57,36,11.75,857.54,0.196,0.515,1,2,1,17022.18,rent,debt_consolidation,salaried,north,0
40,23332.9,3.0,11.4,10548.06,12,15.29,1165.3,0.599,0.142,1,1,1,0.0,rent,debt_consolidation,salaried,south,1
23,23635.75,13.5,1.0,5434.57,12,9.96,1211.27,0.615,0.669,2,0,1,2122.2,mortgage,debt_consolidation,salaried,southeast,1
42,33462.34,2.4,26.6,12364.83,48,9.41,912.89,0.327,0.51,1,3,1,16200.48,own,home_improvement,salaried,south,1
29,28581.25,3.6,7.7,14700.47,36,10.6,706.83,0.297,0.152,2,1,4,15029.92,mortgage,medical,salaried,northeast,0
32,21416.2,8.8,12.3,15700.9,36,9.81,218.95,0.123,0.417,0,0,5,3917.85,own,home_improvement,salaried,northeast,0
63,28695.32,0.0,39.2,15407.71,48,12.17,1196.21,0.5,0.262,2,2,0,1172.66,rent,home_improvement,self_employed,southeast,0
55,28302.48,11.6,31.9,3685.07,24,11.99,395.93,0.168,0.868,3,1,0,14748.18,mortgage,debt_consolidation,salaried,southeast,0
27,26051.33,9.0,5.1,14696.99,24,17.39,1267.5,0.584,0.328,1,1,3,14777.06,rent,medical,salaried,midwest,0
61,30253.54,10.1,33.4,8411.84,36,10.34,1550.29,0.615,0.099,0,2,5,13283.85,mortgage,debt_consolidation,salaried,southeast,0
48,56667.12,8.7,30.0,37579.37,48,13.0,689.93,0.146,0.718,0,0,1,2582.95,mortgage,debt_consolidation,salaried,southeast,0
62,37559.44,5.9,40.0,13590.91,24,12.21,1404.8,0.449,0.649,0,2,5,7936.1,mortgage,medical,salaried,north,1
56,97553.85,2.2,37.6,23974.59,36,17.9,2696.03,0.332,0.374,1,1,0,64066.23,rent,home_improvement,contract,northeast,0
37,37108.95,5.9,15.6,15393.04,24,13.85,1151.05,0.372,0.426,0,2,4,3670.36,rent,debt_consolidation,salaried,southeast,0
46,30582.17,2.6,28.5,8586.7,24,18.91,451.01,0.177,0.541,2,2,5,1929.88,mortgage,education,salaried,southeast,0
46,34604.39,8.4,23.2,9293.62,60,9.66,1357.36,0.471,0.56,1,0,2,15401.39,mortgage,debt_consolidation,salaried,south,0
55,38473.56,9.7,32.7,18511.75,12,14.29,544.95,0.17,0.368,2,0,3,12970.47,rent,debt_consolidation,salaried,northeast,0
32,41473.36,12.4,12.5,25026.2,12,12.08,1928.73,0.558,0.512,0,3,1,851.02,rent,small_business,salaried,southeast,0
36,82637.49,8.0,9.1,53385.58,48,9.35,2239.11,0.325,0.647,1,1,4,19459.51,rent,medical,contract,midwest,1
32,24220.76,10.2,9.3,8974.57,36,14.22,853.44,0.423,0.124,0,1,4,14324.91,mortgage,medical,salaried,southeast,0
35,49553.06,5.3,7.2,8031.88,36,21.78,2385.84,0.578,0.188,0,0,4,27729.73,mortgage,small_business,salaried,southeast,1
28,37693.96,4.6,5.9,16016.33,48,10.92,1503.01,0.478,0.292,4,2,5,0.0,rent,home_improvement,salaried,northeast,1
22,18000.0,8.4,1.0,7079.08,24,13.96,558.09,0.372,0.221,0,2,0,9919.86,mortgage,small_business,salaried,northeast,1
66,47748.05,5.0,40.0,11655.14,36,8.99,1183.54,0.297,0.865,1,1,3,20121.37,mortgage,medical,self_employed,northeast,0
24,58829.69,7.6,1.0,40273.11,24,8.37,1615.62,0.33,0.172,4,1,3,0.0,rent,small_business,salaried,southeast,1
63,24100.45,2.3,36.8,17682.83,12,11.19,531.22,0.265,0.656,1,1,0,659.26,rent,debt_consolidation,salaried,south,1
21,34415.0,3.0,1.0,5251.75,36,12.61,1694.76,0.591,0.138,0,1,4,21675.22,own,medical,salaried,southeast,0
58,18000.0,9.0,32.7,11183.76,24,12.8,324.81,0.217,0.269,0,0,1,0.0,own,medical,self_employed,southeast,0
36,20359.47,10.0,16.7,10725.4,48,13.55,510.76,0.301,0.59,0,1,2,1092.4,own,debt_consolidation,contract,south,1
45,53646.55,2.6,18.6,15273.43,60,7.58,2236.35,0.5,0.724,0,1,0,22759.24,mortgage,small_business,salaried,northeast,1
34,28398.88,9.2,13.6,14771.63,48,11.87,654.94,0.277,0.168,0,3,4,13954.74,own,medical,self_employed,midwest,1
44,21683.41,4.4,17.2,4359.35,24,16.61,1009.67,0.559,0.562,2,0,1,4000.98,rent,debt_consolidation,salaried,north,0
42,38039.23,6.6,18.7,6228.02,24,8.8,669.68,0.211,0.086,1,2,3,19006.67,rent,medical,contract,northeast,0
46,27738.78,12.2,16.2,20690.31,48,13.01,224.05,0.097,0.181,1,0,3,9591.3,rent,debt_consolidation,contract,midwest,0
39,28346.39,9.7,21.2,14766.0,36,15.73,991.0,0.42,0.648,0,2,0,12418.27,mortgage,home_improvement,salaried,southeast,1
46,47123.02,9.7,29.6,13172.31,48,11.21,1391.92,0.354,0.852,2,1,5,20501.6,rent,medical,salaried,midwest,0
60,21206.69,14.1,39.8,8557.35,48,15.93,1031.8,0.584,0.73,1,0,0,630.45,mortgage,medical,salaried,southeast,0
41,23617.58,3.7,24.2,16970.54,24,8.11,607.15,0.308,0.727,2,2,3,10292.79,rent,debt_consolidation,salaried,south,1
38,36853.78,2.6,21.2,14608.72,12,18.23,470.56,0.153,0.496,2,1,1,13843.95,mortgage,medical,salaried,southeast,0
27,51904.05,3.6,1.2,35672.62,36,16.04,1116.21,0.258,0.329,2,4,3,9871.51,own,education,self_employed,south,0
38,58106.18,5.5,15.0,38777.15,36,14.73,1415.54,0.292,0.786,0,4,1,0.0,mortgage,medical,contract,northeast,1
27,26125.68,0.0,6.2,8799.61,24,19.22,859.73,0.395,0.512,1,0,4,8135.3,rent,home_improvement,self_employed,southeast,0
29,51210.42,5.7,7.7,28600.29,36,13.12,973.98,0.228,0.287,1,0,3,1614.94,rent,medical,salaried,midwest,0
66,24851.17,4.3,40.0,13323.06,48,11.91,781.09,0.377,0.144,1,1,3,7562.71,rent,education,salaried,north,0
25,74384.88,9.6,1.0,45067.08,36,20.26,3535.42,0.57,0.291,1,1,5,6209.71,mortgage,education,salaried,northeast,1
44,21457.21,7.9,24.3,7521.51,24,22.23,552.19,0.309,0.414,1,0,2,9284.57,rent,home_improvement,salaried,southeast,1
61,60352.71,4.1,40.0,9228.47,48,11.59,2171.93,0.432,0.355,1,1,4,4495.72,mortgage,home_improvement,salaried,northeast,0
66,26219.95,8.9,39.4,5971.72,48,14.02,444.88,0.204,0.664,1,0,4,9798.92,own,debt_consolidation,salaried,southeast,0
28,80463.87,9.4,6.0,40910.15,60,18.89,3437.93,0.513,0.172,0,0,1,28664.01,rent,debt_consolidation,salaried,southeast,0
28,44282.94,3.4,1.0,26937.89,12,14.17,832.6,0.226,0.465,0,2,1,11848.73,rent,medical,salaried,southeast,0
38,22545.1,4.5,17.4,13443.88,48,17.0,738.53,0.393,0.066,0,0,4,14029.79,rent,small_business,salaried,south,0
47,27740.81,0.0,20.2,13529.73,48,17.78,559.75,0.242,0.277,2,2,5,9100.22,own,small_business,contract,southeast,0
67,47958.73,2.1,39.1,8315.93,48,12.14,465.19,0.116,0.807,0,1,0,24058.01,rent,debt_consolidation,salaried,south,0
30,53750.63,3.5,9.3,7035.52,24,16.26,1131.53,0.253,0.248,1,0,0,16773.93,mortgage,education,salaried,south,0
28,33533.47,6.8,8.3,20547.61,12,14.47,543.51,0.194,0.584,1,1,1,17779.43,rent,home_improvement,salaried,midwest,1
33,35198.42,2.7,6.7,16406.24,36,9.39,1648.59,0.562,0.128,1,1,3,21629.96,mortgage,education,salaried,north,1
62,47501.11,4.4,36.4,29123.34,24,10.34,885.61,0.224,0.282,3,0,2,11179.86,mortgage,debt_consolidation,contract,midwest,1
22,36510.51,1.6,5.3,8125.66,24,11.76,1844.35,0.606,0.441,0,2,3,22956.42,rent,debt_consolidation,salaried,southeast,1
39,20064.91,7.2,21.1,7557.98,60,18.4,578.32,0.346,0.695,3,4,1,696.13,own,debt_consolidation,contract,midwest,1
26,24552.06,8.2,14.4,17163.77,24,18.54,407.92,0.199,0.528,1,3,2,12918.89,rent,debt_consolidation,salaried,northeast,1
28,38129.76,8.1,2.3,8697.66,60,17.65,925.68,0.291,0.481,2,3,4,13055.36,mortgage,small_business,salaried,southeast,1
65,57555.36,6.5,40.0,9137.6,36,16.35,858.79,0.179,0.196,2,1,2,4558.32,own,education,contract,south,0
21,68098.65,0.3,1.0,36206.99,48,16.23,3008.76,0.53,0.412,0,3,2,25756.64,rent,home_improvement,salaried,south,1
36,47925.47,4.0,20.6,23701.92,24,15.67,578.23,0.145,0.446,0,1,0,0.0,mortgage,education,salaried,south,0
64,38974.47,4.9,40.0,28053.01,36,16.21,1791.87,0.552,0.398,1,2,2,17498.59,mortgage,medical,salaried,midwest,0
50,47311.18,4.9,29.2,32695.58,36,16.5,413.17,0.105,0.728,0,3,4,20578.71,rent,education,contract,south,0
24,26107.15,6.8,4.0,15459.12,60,8.6,526.03,0.242,0.209,0,1,0,9444.1,mortgage,small_business,salaried,southeast,1
43,32391.23,12.2,19.5,4277.88,24,11.18,419.84,0.156,0.155,0,2,2,5043.0,rent,home_improvement,contract,midwest,0
67,24437.28,9.7,40.0,10328.26,24,10.18,916.49,0.45,0.436,3,1,1,15433.42,mortgage,small_business,salaried,midwest,0
40,20445.7,2.5,6.8,13995.99,60,19.15,607.67,0.357,0.6,0,0,2,11892.14,mortgage,debt_consolidation,salaried,northeast,0
46,39739.09,9.2,23.1,15625.42,12,21.45,1944.71,0.587,0.545,1,1,4,15539.17,rent,debt_consolidation,salaried,south,0
46,37343.55,9.1,18.0,27117.09,36,5.5,864.31,0.278,0.652,2,6,5,1431.66,mortgage,debt_consolidation,salaried,midwest,1
52,46111.33,3.3,32.7,24488.23,12,21.07,391.96,0.102,0.776,0,3,2,7751.23,mortgage,home_improvement,salaried,southeast,0
29,43450.04,9.9,13.5,8210.23,12,14.86,1778.9,0.491,0.283,2,1,3,9696.57,rent,debt_consolidation,salaried,northeast,0
61,38250.45,5.9,39.6,16862.38,36,18.75,1252.48,0.393,0.184,1,2,4,17272.27,rent,home_improvement,salaried,north,1
68,43642.16,0.9,40.0,24362.75,36,16.63,1915.95,0.527,0.704,0,0,5,4050.45,rent,education,salaried,midwest,1
27,33930.62,8.3,3.9,5469.02,36,20.55,876.87,0.31,0.361,2,1,3,5369.12,own,home_improvement,salaried,southeast,1
60,41085.66,7.4,40.0,13851.18,36,15.38,1638.69,0.479,0.407,0,2,0,2357.23,rent,debt_consolidation,contract,north,0
60,25463.96,5.6,40.0,14559.3,48,8.77,365.78,0.172,0.543,0,0,2,2520.22,rent,home_improvement,salaried,southeast,0
56,40347.17,6.4,25.2,8834.21,60,14.06,2083.74,0.62,0.52,0,0,1,16247.84,rent,home_improvement,contract,northeast,0
38,45740.32,3.6,17.4,15526.74,24,16.67,662.36,0.174,0.929,1,1,4,22545.05,rent,debt_consolidation,self_employed,northeast,1
43,26075.04,8.9,27.4,14462.35,24,13.59,1147.5,0.528,0.552,1,4,1,12986.51,mortgage,small_business,self_employed,southeast,0
61,35304.63,6.3,34.0,21486.07,24,17.26,572.87,0.195,0.154,2,0,0,0.0,mortgage,debt_consolidation,salaried,southeast,0
28,26584.59,7.2,8.3,11874.34,48,14.22,1113.35,0.503,0.873,0,3,5,0.0,rent,home_improvement,salaried,northeast,1
60,27691.12,7.9,32.1,20015.7,24,12.0,1257.81,0.545,0.691,0,0,0,6442.97,rent,small_business,self_employed,southeast,0
65,21537.04,1.9,40.0,15139.65,36,9.94,993.19,0.553,0.467,1,3,4,7006.83,mortgage,home_improvement,self_employed,south,1
53,58784.03,2.9,32.4,24587.32,36,12.85,1650.3,0.337,0.6,0,1,5,36830.71,mortgage,medical,self_employed,northeast,0
37,54045.84,0.0,12.4,11942.66,36,15.36,1403.21,0.312,0.343,2,3,5,6707.98,mortgage,debt_consolidation,contract,northeast,1
47,43291.96,8.8,21.3,26275.92,48,6.27,1912.95,0.53,0.615,0,2,2,5831.42,rent,home_improvement,salaried,north,1
23,79088.46,1.7,1.0,21605.22,36,11.22,2589.65,0.393,0.225,2,1,3,47075.65,own,debt_consolidation,contract,north,1
65,31904.96,7.0,40.0,20769.41,36,6.11,1104.68,0.415,0.395,1,3,4,11188.63,rent,medical,contract,north,0
37,123418.98,8.0,11.6,60463.08,24,11.91,2133.88,0.207,0.308,2,4,1,35031.94,mortgage,debt_consolidation,contract,south,0
23,31396.06,8.9,1.0,11562.5,36,19.53,839.65,0.321,0.533,0,3,2,2187.41,mortgage,small_business,salaried,southeast,1
59,38452.59,1.7,35.1,18092.77,24,9.52,895.63,0.28,0.475,2,1,2,470.81,rent,home_improvement,self_employed,northeast,0
52,29229.49,6.2,29.6,13318.99,48,17.45,1069.98,0.439,0.133,2,2,1,0.0,rent,medical,salaried,north,1
50,40391.58,13.2,33.5,28378.39,36,26.47,626.41,0.186,0.525,1,2,3,10601.8,mortgage,small_business,salaried,midwest,0
23,49067.8,13.4,1.0,12514.68,12,20.6,1223.04,0.299,0.141,0,2,2,22854.93,mortgage,home_improvement,contract,northeast,0
57,32930.52,10.4,33.8,23207.45,24,15.06,1477.25,0.538,0.596,1,2,0,5693.92,own,small_business,salaried,midwest,0
51,72854.7,7.8,29.9,10181.07,36,18.11,2277.2,0.375,0.571,0,1,0,30570.24,mortgage,education,self_employed,south,0
59,38194.34,2.5,30.3,23092.23,60,8.75,1794.7,0.564,0.248,0,2,3,0.0,own,debt_consolidation,salaried,south,1
60,38700.35,9.4,40.0,27066.67,24,7.89,662.95,0.206,0.127,5,1,3,0.0,mortgage,debt_consolidation,salaried,southeast,0
31,23581.58,5.9,1.0,8683.98,24,14.62,624.02,0.318,0.577,2,2,5,0.0,mortgage,debt_consolidation,salaried,northeast,1
31,41182.54,8.7,8.1,6837.63,36,16.17,1201.93,0.35,0.654,2,0,0,1431.7,own,home_improvement,salaried,south,0
65,32653.54,4.0,40.0,20471.83,60,19.1,806.29,0.296,0.272,1,4,1,20914.71,own,small_business,salaried,southeast,1
46,26756.68,5.8,24.8,17418.73,48,12.11,1002.54,0.45,0.46,0,1,2,0.0,rent,medical,self_employed,southeast,1
42,24931.34,7.2,26.5,8273.27,12,15.31,333.06,0.16,0.365,0,4,4,471.96,mortgage,small_business,salaried,northeast,1
34,106100.35,7.5,11.6,47396.49,36,15.17,3187.22,0.36,0.96,0,0,2,51965.73,rent,debt_consolidation,self_employed,northeast,1
51,30925.6,8.5,26.5,19482.06,48,13.95,399.29,0.155,0.392,1,2,2,1859.61,own,small_business,salaried,midwest,0
57,18733.45,4.2,31.0,4514.52,48,14.2,655.31,0.42,0.475,1,2,5,2070.09,mortgage,home_improvement,salaried,north,0
21,25764.35,1.1,1.0,13300.97,36,10.91,1134.35,0.528,0.853,0,3,0,2543.44,mortgage,small_business,salaried,southeast,1
47,33804.24,13.0,33.9,13227.51,48,15.67,255.78,0.091,0.25,1,0,5,3131.84,own,small_business,salaried,south,0
68,43460.17,16.5,40.0,9990.71,36,15.32,1183.37,0.327,0.497,0,1,1,685.37,rent,small_business,self_employed,southeast,0
34,43608.81,8.3,1.8,28075.67,24,12.65,1257.61,0.346,0.498,0,1,0,13434.93,mortgage,medical,salaried,southeast,1
34,45898.06,1.2,15.9,14896.17,12,17.3,1793.61,0.469,0.521,1,0,3,13571.37,rent,debt_consolidation,self_employed,midwest,0
63,26348.29,3.4,33.6,18672.73,36,18.82,264.25,0.12,0.318,1,3,1,756.38,rent,education,self_employed,northeast,0
23,39854.28,8.5,4.2,19067.42,12,17.34,993.87,0.299,0.929,0,2,4,21905.75,rent,medical,salaried,southeast,1
40,23910.07,11.9,17.8,10619.45,36,10.12,1004.54,0.504,0.627,0,3,4,0.0,mortgage,debt_consolidation,contract,northeast,0
42,26628.84,1.6,16.2,10296.91,48,14.92,815.19,0.367,0.391,0,1,2,6167.81,rent,education,self_employed,midwest,1
59,23495.45,6.0,39.7,8750.24,48,10.67,949.45,0.485,0.197,2,2,4,0.0,own,debt_consolidation,salaried,southeast,1
27,20970.6,7.3,1.0,13323.01,12,14.91,483.31,0.277,0.627,1,3,1,693.49,rent,small_business,salaried,north,1
41,54012.35,10.0,17.7,29535.33,12,10.69,2596.41,0.577,0.479,4,2,2,20068.35,rent,debt_consolidation,salaried,southeast,0
28,46129.91,5.1,2.9,28020.45,36,19.86,468.09,0.122,0.496,1,0,0,5488.68,rent,debt_consolidation,salaried,southeast,0
58,52062.46,0.2,36.2,20058.78,36,17.79,560.66,0.129,0.608,1,0,3,0.0,rent,small_business,salaried,south,0
51,35119.49,9.0,25.0,9998.71,12,19.34,1069.34,0.365,0.463,0,1,4,10341.19,mortgage,home_improvement,salaried,southeast,0
44,47870.72,11.0,13.9,8364.22,48,18.92,1333.38,0.334,0.446,2,3,4,27699.37,own,debt_consolidation,salaried,southeast,0
39,18000.0,6.2,16.6,10967.28,24,13.36,637.16,0.425,0.295,0,1,2,6230.77,rent,small_business,salaried,southeast,1
28,49637.25,8.1,1.0,18942.77,12,12.71,842.55,0.204,0.788,1,1,5,3041.42,rent,home_improvement,salaried,southeast,0
65,37212.14,4.6,40.0,16403.52,48,21.82,626.58,0.202,0.599,0,0,3,4311.17,rent,debt_consolidation,self_employed,northeast,0
52,44953.6,3.1,25.6,18686.59,36,13.81,1815.07,0.485,0.207,1,2,3,11394.23,mortgage,education,salaried,southeast,1
36,40522.38,10.6,10.8,15869.25,36,8.81,802.19,0.238,0.544,0,0,1,4478.59,rent,medical,salaried,southeast,0
40,22821.01,8.0,21.8,12571.11,36,18.73,899.03,0.473,0.475,1,2,5,4527.6,rent,home_improvement,salaried,northeast,0
55,18413.2,8.5,31.0,9271.09,60,15.1,653.64,0.426,0.702,0,0,4,5204.57,mortgage,medical,salaried,northeast,0
55,25615.1,12.5,32.0,18760.34,12,20.82,266.82,0.125,0.435,2,2,5,12832.14,mortgage,medical,salaried,northeast,0
43,43794.58,2.3,23.8,9087.79,36,15.52,1693.43,0.464,0.152,3,0,2,24169.25,rent,home_improvement,salaried,south,0
35,46158.59,4.3,10.4,22216.92,24,14.42,2134.6,0.555,0.326,1,3,3,5102.35,mortgage,medical,salaried,north,1
52,19447.31,7.1,28.3,3108.48,36,20.91,844.32,0.521,0.432,1,4,0,10619.27,mortgage,education,salaried,southeast,1
52,22878.17,4.2,29.3,14390.11,36,8.04,161.64,0.085,0.369,0,0,3,3010.57,rent,medical,salaried,midwest,1
49,25495.09,9.6,26.3,12958.54,36,12.04,789.17,0.371,0.571,1,2,3,12010.72,mortgage,debt_consolidation,salaried,south,1
24,29730.59,5.8,1.4,11591.32,24,10.77,1420.14,0.573,0.327,0,0,4,11266.53,rent,education,salaried,north,1
43,19495.49,2.5,21.7,12192.65,48,5.5,655.23,0.403,0.454,0,0,4,6970.09,rent,debt_consolidation,salaried,southeast,1
50,19010.34,6.8,26.4,7730.59,36,18.17,375.1,0.237,0.499,2,2,5,4601.71,rent,education,salaried,north,1
66,24460.85,7.2,40.0,6445.56,48,12.16,377.22,0.185,0.23,3,1,5,10518.18,mortgage,debt_consolidation,self_employed,north,1
46,35818.74,10.2,11.0,14960.61,36,18.3,1342.82,0.45,0.24,0,1,1,10538.96,mortgage,education,salaried,southeast,0
37,21039.36,8.1,20.3,3463.58,48,16.13,870.46,0.496,0.325,1,0,5,9049.92,mortgage,medical,contract,south,1
47,32904.43,8.3,26.6,22561.0,36,17.05,1570.63,0.573,0.182,1,1,0,5904.34,rent,home_improvement,contract,southeast,1
29,53884.18,7.8,8.3,31279.97,36,12.59,2555.4,0.569,0.573,2,3,2,0.0,mortgage,home_improvement,salaried,southeast,1
