customer_id,age,annual_income,purchase_frequency_monthly,average_ticket,digital_engagement_score,return_rate_pct,support_tickets_quarter,loyalty_months,discount_sensitivity_score,web_visits_monthly,app_sessions_weekly,tenure_months,segment_label
C0690,37.0,67028.92,5.03,204.34,60.17,3.39,0.96,43.9,55.93,6.31,3.68,40.2,loyal_midmarket
C0691,58.8,87682.21,6.84,149.84,62.36,3.51,0.67,38.6,51.41,11.53,6.61,45.6,loyal_midmarket
C0692,23.7,81660.11,5.46,196.05,88.67,5.45,1.13,18.9,63.4,12.3,6.09,28.2,high_potential
C0693,25.0,35230.11,1.85,106.34,32.54,8.42,2.71,10.0,79.86,9.8,4.05,10.4,value_seekers
C0694,41.7,68823.23,5.47,178.51,69.3,4.25,1.52,24.5,45.37,11.36,6.28,21.8,loyal_midmarket
C0695,20.0,60581.36,4.92,142.59,80.24,4.4,1.93,25.5,35.39,9.02,9.85,24.5,high_potential
C0696,54.2,71876.22,7.32,170.02,66.2,4.94,1.86,37.1,44.48,8.55,2.06,37.9,loyal_midmarket
C0697,35.7,129419.19,7.65,345.5,74.78,2.75,0.72,47.6,33.11,10.52,6.09,53.4,premium_repeaters
C0698,36.8,121571.48,5.46,352.8,65.66,2.16,0.0,39.9,40.88,14.08,6.54,44.5,premium_repeaters
C0699,29.8,104226.18,6.56,340.04,72.94,2.77,1.39,54.3,14.82,11.62,8.23,54.5,premium_repeaters
C0700,39.2,104423.62,5.64,165.45,73.89,3.77,1.12,29.8,30.41,13.1,6.72,31.1,loyal_midmarket
C0701,35.6,30707.27,3.24,37.72,30.47,9.59,1.6,19.5,66.26,6.26,3.71,19.6,value_seekers
C0702,43.7,79707.03,8.05,167.12,81.35,3.12,0.55,41.5,40.46,13.77,7.31,43.9,loyal_midmarket
C0703,53.9,42504.44,4.01,73.43,36.53,9.19,1.78,11.6,81.34,4.27,1.0,11.8,value_seekers
C0704,53.7,87364.71,5.52,243.45,74.97,6.33,1.37,25.8,55.84,8.06,7.75,27.1,high_potential
C0705,32.5,81366.64,8.08,224.85,87.45,6.12,1.34,20.2,56.77,12.6,8.61,23.0,loyal_midmarket
C0706,39.7,70832.03,7.32,84.69,69.9,7.16,2.32,41.3,69.16,11.04,6.35,43.3,loyal_midmarket
C0707,45.8,103917.57,6.73,278.83,82.23,3.51,0.72,35.2,32.04,9.17,8.81,32.7,premium_repeaters
C0708,33.4,93247.6,8.32,428.93,90.95,4.46,1.25,69.0,9.32,12.32,10.0,72.0,premium_repeaters
C0709,44.5,71527.75,6.36,170.39,62.77,4.02,1.36,26.3,62.58,6.71,3.33,32.7,loyal_midmarket
C0710,36.3,71949.77,9.68,224.32,62.46,5.76,1.64,20.3,66.33,8.97,7.28,22.0,loyal_midmarket
C0711,44.2,76672.27,2.92,222.92,55.61,4.32,1.59,22.1,56.42,6.77,5.61,33.7,high_potential
C0712,43.4,110113.83,8.94,336.61,91.75,2.81,1.6,49.1,27.74,13.82,8.05,52.2,premium_repeaters
C0713,20.3,77476.17,4.43,142.67,81.58,2.82,0.89,22.5,54.39,12.57,7.49,24.2,high_potential
C0714,25.4,108161.12,3.9,128.04,81.29,3.94,0.12,16.9,58.31,9.94,7.51,28.2,high_potential
C0715,56.1,96055.62,7.56,332.64,66.08,7.17,0.65,36.1,35.75,7.04,6.31,42.6,premium_repeaters
C0716,45.2,25067.65,4.4,49.12,35.36,7.99,2.16,12.4,94.15,2.59,5.59,17.0,value_seekers
C0717,47.2,62363.22,8.29,250.78,73.13,6.86,0.0,32.0,63.92,9.86,3.1,29.2,loyal_midmarket
C0718,26.5,45716.94,1.62,118.26,59.19,6.81,2.22,12.7,83.94,5.17,2.82,17.2,value_seekers
C0719,48.0,115805.29,7.18,354.98,72.8,5.95,0.98,44.8,29.58,11.28,7.65,49.1,premium_repeaters
C0720,37.9,60630.78,2.83,206.96,72.22,5.73,1.01,22.1,33.54,11.09,3.94,18.7,high_potential
C0721,21.1,76179.72,4.44,166.58,76.95,5.41,0.21,27.3,40.49,12.11,7.61,29.7,loyal_midmarket
C0722,36.8,79231.52,6.19,170.43,57.27,4.21,0.41,25.5,54.8,5.49,5.03,39.8,loyal_midmarket
C0723,31.5,29186.41,3.11,81.32,55.14,6.88,1.65,11.4,70.79,8.02,5.8,11.9,value_seekers
C0724,27.8,84481.05,4.52,141.17,78.86,3.69,1.37,27.2,44.12,11.96,6.73,29.1,high_potential
C0725,39.5,36923.65,4.06,102.44,40.84,3.86,2.17,9.4,83.71,6.0,4.43,3.8,value_seekers
C0726,44.8,47734.37,3.62,40.57,60.32,9.03,0.84,9.3,83.85,10.27,2.97,9.3,value_seekers
C0727,42.7,32617.87,1.44,67.56,63.1,13.14,1.99,10.2,80.23,7.87,7.74,5.9,value_seekers
C0728,36.7,32588.61,2.75,90.33,48.4,6.44,1.86,17.6,97.69,9.97,3.63,19.5,value_seekers
C0729,25.7,56107.76,6.5,217.67,71.61,4.83,0.33,33.4,65.1,9.46,5.53,34.4,loyal_midmarket
C0730,56.8,74975.08,6.73,195.15,58.23,2.04,1.36,28.9,70.54,6.44,6.09,38.9,loyal_midmarket
C0731,35.4,82451.43,7.11,167.6,80.79,5.0,1.28,18.6,59.8,12.01,7.6,22.5,loyal_midmarket
C0732,40.8,41588.58,4.29,85.03,27.54,9.42,1.15,6.1,73.82,1.0,1.97,7.7,value_seekers
C0733,44.4,52523.08,3.05,85.86,57.52,9.99,2.62,1.0,95.87,6.65,2.76,9.2,value_seekers
C0734,34.6,72086.62,5.87,202.88,78.75,4.84,1.06,39.2,51.69,13.77,8.68,45.4,loyal_midmarket
C0735,25.2,40485.93,1.36,86.29,35.9,7.68,1.26,13.9,73.69,3.19,3.26,20.8,value_seekers
C0736,32.7,135181.27,8.87,383.72,80.42,4.44,1.59,47.1,13.3,10.23,9.58,51.9,premium_repeaters
C0737,46.3,41431.38,3.59,118.12,42.81,8.44,2.52,5.2,79.72,9.05,1.69,7.4,value_seekers
C0738,39.9,51719.98,7.12,210.3,66.07,5.72,1.65,25.9,47.64,7.11,5.73,31.5,loyal_midmarket
C0739,30.9,69069.16,6.7,179.7,62.54,7.25,0.88,31.1,39.68,9.58,6.52,35.1,loyal_midmarket
C0740,50.5,78611.79,8.71,153.82,51.81,3.11,0.78,24.3,54.84,8.41,7.71,32.4,loyal_midmarket
C0741,26.2,38792.64,1.87,116.33,22.94,6.11,2.22,13.4,80.47,5.28,2.11,15.3,value_seekers
C0742,29.0,34527.97,2.25,69.76,49.71,8.86,1.16,1.0,85.36,5.59,3.14,5.5,value_seekers
C0743,55.3,90297.58,7.39,239.96,75.23,5.37,0.12,10.1,20.89,11.53,7.03,18.3,high_potential
C0744,20.4,28035.69,3.28,134.81,46.58,6.59,0.39,22.3,81.44,4.1,4.05,20.6,value_seekers
C0745,29.0,74488.07,5.6,207.2,68.79,6.91,0.99,64.5,48.92,9.4,3.85,62.3,loyal_midmarket
C0746,36.5,75534.75,3.91,185.66,54.49,4.31,1.56,57.0,44.3,6.04,3.95,56.1,loyal_midmarket
C0747,21.6,81888.8,5.61,258.73,72.16,3.18,0.98,26.0,61.2,9.13,7.52,22.6,loyal_midmarket
C0748,27.9,86796.72,7.86,198.54,67.17,6.43,0.51,15.6,57.93,9.84,6.45,17.3,loyal_midmarket
C0749,39.8,134880.25,8.75,350.73,74.46,3.64,0.6,39.6,48.95,9.23,8.2,43.4,premium_repeaters
C0750,29.0,99404.09,5.64,218.6,83.31,6.83,1.14,17.2,54.95,11.79,5.14,16.3,high_potential
C0751,33.5,49448.36,2.54,78.21,42.44,8.1,1.53,13.6,81.52,8.23,1.0,12.5,value_seekers
C0752,26.2,69531.42,5.64,194.66,53.46,4.1,1.14,44.7,56.99,9.41,3.18,44.8,loyal_midmarket
C0753,46.7,41292.2,3.49,80.36,77.35,6.97,2.16,9.4,86.22,10.94,5.78,9.1,value_seekers
C0754,36.6,58267.15,7.44,160.61,43.86,8.18,0.72,31.5,68.77,3.81,1.7,32.9,loyal_midmarket
C0755,57.7,115005.05,8.04,356.8,74.15,3.53,0.0,47.5,29.29,8.71,6.67,49.6,premium_repeaters
C0756,46.1,39049.8,3.93,90.67,29.88,3.91,2.01,22.3,82.63,4.8,1.58,28.3,value_seekers
C0757,49.7,74343.7,7.65,198.55,75.48,4.17,1.08,32.8,53.54,10.84,6.75,25.4,loyal_midmarket
C0758,36.4,67427.48,5.54,181.02,70.79,7.76,1.5,22.0,49.81,11.72,5.39,32.0,high_potential
C0759,31.9,29399.08,4.07,88.6,27.85,9.07,1.58,17.2,85.53,2.98,1.93,21.7,value_seekers
C0760,34.6,65612.74,7.56,170.18,81.72,8.21,0.76,4.8,63.4,10.5,6.85,3.3,loyal_midmarket
C0761,48.0,141349.48,7.74,410.6,81.95,3.1,0.7,48.7,34.56,12.06,8.27,49.7,premium_repeaters
C0762,34.4,38544.31,2.37,69.84,42.11,9.66,2.81,5.9,77.22,4.96,3.23,11.0,value_seekers
C0763,50.5,29292.07,3.98,85.97,37.15,7.35,2.7,8.0,75.27,6.65,3.94,10.3,value_seekers
C0764,30.4,41681.99,3.15,110.79,58.95,10.71,0.85,21.8,79.14,10.08,6.12,23.2,value_seekers
C0765,46.5,84169.2,5.72,215.59,68.84,3.67,1.21,17.4,32.24,13.02,4.29,17.5,high_potential
C0766,20.8,40373.62,2.8,65.61,39.16,12.43,1.91,9.2,67.37,4.33,3.25,9.1,value_seekers
C0767,25.8,21550.35,3.41,115.69,64.47,3.26,1.16,8.9,83.17,9.3,5.69,17.6,value_seekers
C0768,40.7,56334.42,3.48,100.01,35.99,4.57,1.31,27.1,87.06,6.96,1.37,25.2,value_seekers
C0769,39.6,27896.49,2.94,138.86,67.77,6.87,1.26,4.2,82.62,11.5,5.88,9.3,value_seekers
C0770,22.3,128008.5,6.45,369.54,73.94,4.1,1.09,42.8,34.36,10.02,4.7,40.6,premium_repeaters
C0771,45.3,38338.22,3.13,122.74,46.71,10.57,2.04,10.8,83.07,6.41,1.94,17.6,value_seekers
C0772,26.9,51386.37,5.81,98.17,85.95,6.07,0.82,22.9,63.25,10.75,7.97,20.8,loyal_midmarket
C0773,29.9,129174.35,9.29,397.47,78.01,4.83,0.56,20.1,22.63,9.22,6.45,19.6,premium_repeaters
C0774,45.2,97300.26,6.69,140.99,62.41,3.53,1.38,16.6,38.76,8.88,4.53,22.4,high_potential
C0775,42.6,44432.52,3.27,83.97,38.85,10.31,2.0,20.2,92.69,7.63,4.18,20.2,value_seekers
C0776,49.5,127050.52,5.14,237.91,76.61,4.64,0.87,20.1,51.21,10.02,6.51,23.3,high_potential
C0777,28.3,94187.14,9.99,310.24,85.74,3.86,1.05,40.6,21.7,12.48,9.37,49.5,premium_repeaters
C0778,34.8,54464.16,3.09,100.59,45.54,5.11,1.65,17.5,78.01,10.73,1.57,18.8,value_seekers
C0779,50.7,127029.58,7.12,304.76,75.78,4.37,1.26,44.2,36.74,9.73,7.58,49.5,premium_repeaters
C0780,39.5,95488.01,3.9,147.22,55.8,4.91,1.15,9.7,56.46,8.71,3.58,17.1,high_potential
C0781,55.2,46124.53,4.17,76.31,27.69,8.25,1.0,20.7,78.74,4.23,4.52,14.2,value_seekers
C0782,35.8,74645.44,4.62,193.88,67.85,5.19,0.35,17.2,51.16,11.75,7.19,15.2,high_potential
C0783,47.2,59505.75,4.65,146.68,73.45,5.5,1.67,30.7,45.68,10.87,4.51,30.5,loyal_midmarket
C0784,26.3,107743.41,9.01,300.6,84.52,0.47,0.62,39.9,41.94,14.19,6.67,44.6,premium_repeaters
C0785,43.8,82397.14,4.96,150.74,69.9,6.84,1.26,16.9,47.13,8.87,8.5,22.0,high_potential
C0786,50.9,87796.18,7.01,150.5,57.8,4.41,1.24,16.3,58.45,6.9,4.14,20.6,loyal_midmarket
C0787,37.0,92497.79,4.63,227.72,79.42,6.55,0.43,19.6,42.37,13.29,9.18,25.0,high_potential
C0788,25.5,77107.08,6.07,171.15,50.65,7.41,1.01,39.1,60.11,10.33,5.01,37.4,loyal_midmarket
C0789,26.1,107549.46,7.31,399.74,85.47,1.59,1.72,53.6,26.78,13.16,5.73,59.8,premium_repeaters
C0790,40.5,113822.59,12.19,340.91,72.06,2.19,1.79,52.2,39.26,8.6,6.78,59.2,premium_repeaters
C0791,34.3,44583.48,4.88,97.97,37.49,8.16,0.46,1.0,88.65,7.02,5.36,1.0,value_seekers
C0792,32.1,78413.86,8.51,197.59,71.02,5.43,0.43,43.6,31.99,8.57,5.82,45.7,loyal_midmarket
C0793,39.0,94072.51,7.52,156.0,63.3,2.7,1.62,31.5,36.3,10.97,5.65,35.3,loyal_midmarket
C0794,25.9,38645.96,5.49,90.16,53.63,6.65,2.35,5.3,78.3,10.16,4.02,4.8,value_seekers
C0795,31.6,48464.31,5.02,89.31,56.93,9.33,1.89,18.5,96.72,6.1,6.57,16.7,value_seekers
C0796,48.1,85552.41,5.56,105.24,61.25,5.99,1.16,35.8,49.29,9.92,5.79,39.2,loyal_midmarket
C0797,29.9,46719.31,3.96,66.8,49.48,9.98,2.72,16.5,74.28,7.45,4.33,16.8,value_seekers
C0798,39.5,31886.41,2.37,37.54,7.57,7.67,3.66,24.8,74.17,1.0,1.0,20.9,value_seekers
C0799,23.0,113941.02,7.23,353.9,83.31,3.06,0.92,28.9,17.24,11.23,4.95,33.5,premium_repeaters
C0800,43.5,116864.4,5.63,431.32,73.37,4.39,1.44,30.5,28.61,11.2,4.81,33.0,premium_repeaters
C0801,53.0,127972.65,6.77,359.22,85.36,4.37,1.07,49.7,33.51,12.52,9.06,51.6,premium_repeaters
C0802,48.2,66115.35,4.6,197.26,65.94,2.83,1.5,48.3,39.33,8.62,8.57,40.2,loyal_midmarket
C0803,34.2,83075.14,4.9,240.51,58.55,4.92,1.03,31.0,33.64,6.3,6.9,29.3,high_potential
C0804,30.4,118479.73,6.67,311.52,73.49,2.88,0.27,38.9,25.13,10.98,5.9,41.5,premium_repeaters
C0805,40.4,40702.79,5.66,143.01,32.35,5.71,0.95,20.3,78.81,4.6,3.93,30.3,value_seekers
C0806,28.8,46683.79,2.91,116.48,34.8,11.35,1.33,11.1,73.29,1.0,2.84,11.4,value_seekers
C0807,30.8,108856.46,8.69,363.26,72.34,2.9,0.78,59.8,21.42,7.37,7.01,57.3,premium_repeaters
C0808,39.2,43826.13,4.78,116.04,73.77,7.82,1.59,6.2,87.57,8.26,7.2,10.8,value_seekers
C0809,44.7,74462.4,6.37,156.09,79.89,8.69,0.53,41.2,28.1,10.36,5.42,35.7,loyal_midmarket
C0810,33.3,84765.83,5.72,135.71,70.76,3.98,1.79,21.0,34.23,11.54,5.15,29.2,high_potential
C0811,39.4,39596.37,3.26,76.55,24.48,6.31,2.91,11.7,81.17,3.51,3.76,22.6,value_seekers
C0812,45.1,36616.38,3.24,90.31,35.71,7.49,2.51,9.2,82.0,7.29,3.35,7.9,value_seekers
C0813,36.7,85523.16,2.59,195.06,77.34,7.59,1.28,25.9,33.91,9.27,8.38,32.8,high_potential
C0814,38.4,131199.72,7.91,321.92,70.11,5.81,1.22,46.1,24.7,10.82,7.4,48.7,premium_repeaters
C0815,20.0,34957.76,2.03,92.11,24.03,7.19,1.39,17.0,97.86,2.97,2.67,28.0,value_seekers
C0816,49.7,66777.52,5.9,211.66,73.45,1.7,1.04,23.9,43.64,9.21,8.91,30.5,high_potential
C0817,53.9,88679.42,4.85,213.96,74.62,0.59,0.91,8.5,62.26,10.18,5.37,13.9,high_potential
C0818,50.0,64109.03,8.53,155.77,44.44,6.85,2.1,50.6,63.35,2.2,4.08,52.8,loyal_midmarket
C0819,40.8,129188.31,7.3,330.05,70.29,2.2,1.82,64.5,27.98,11.33,8.85,62.6,premium_repeaters
C0820,38.8,28236.92,3.96,103.48,51.33,12.11,3.43,12.6,87.39,7.87,5.61,12.1,value_seekers
C0821,29.4,43952.36,2.62,78.41,39.53,5.89,2.05,16.5,89.84,8.76,3.36,16.2,value_seekers
C0822,46.6,118542.36,7.24,402.32,87.37,4.95,0.91,31.5,43.4,15.33,7.19,31.7,premium_repeaters
C0823,38.2,88928.44,7.97,147.75,73.82,6.41,2.77,26.6,66.89,10.31,6.71,23.6,loyal_midmarket
C0824,49.1,98939.98,7.97,392.68,79.91,2.8,0.83,41.9,29.74,8.61,6.48,45.0,premium_repeaters
C0825,27.2,90490.32,6.04,261.91,89.97,5.01,1.38,7.8,50.3,18.91,8.6,9.6,high_potential
C0826,34.9,34225.68,3.91,77.07,33.47,13.26,2.65,16.1,78.87,5.39,1.0,24.2,value_seekers
C0827,40.8,161576.89,7.77,358.89,86.69,4.11,1.27,36.9,18.16,11.09,6.86,44.6,premium_repeaters
C0828,40.2,52989.17,3.04,79.74,40.52,7.84,0.54,10.8,83.84,9.47,5.8,17.4,value_seekers
C0829,45.9,101719.79,4.64,185.08,74.16,5.74,1.41,22.4,44.79,12.35,6.7,29.4,high_potential
C0830,29.0,34495.36,2.64,72.97,48.08,9.3,0.67,11.0,83.95,6.25,3.36,14.7,value_seekers
C0831,33.8,118957.7,8.09,293.33,76.06,4.11,0.52,22.1,15.71,10.17,9.25,18.8,premium_repeaters
C0832,32.7,55456.82,5.86,254.63,72.08,4.34,1.11,38.3,69.26,7.54,6.7,37.3,loyal_midmarket
C0833,26.0,55131.75,5.64,148.2,78.74,4.08,1.44,18.0,55.18,15.67,8.46,18.3,loyal_midmarket
C0834,38.6,115688.57,12.3,289.67,87.32,1.51,0.78,25.8,30.06,14.66,7.14,26.6,premium_repeaters
C0835,34.8,123883.33,8.73,258.42,72.01,3.57,1.22,59.1,26.27,10.95,6.13,57.6,premium_repeaters
C0836,26.5,68711.61,6.09,199.31,62.36,3.61,1.46,3.7,48.57,8.03,4.88,10.6,loyal_midmarket
C0837,38.6,117124.8,6.61,317.85,78.78,2.95,0.69,29.9,18.77,8.4,8.23,33.1,premium_repeaters
C0838,55.6,99460.71,5.87,222.0,79.73,8.3,0.85,10.7,30.66,9.54,6.23,19.8,high_potential
C0839,42.7,68112.11,7.67,134.94,48.33,8.9,1.39,38.5,52.15,5.22,4.54,34.5,loyal_midmarket
C0840,35.0,44749.31,5.84,167.25,64.97,4.01,0.6,15.8,55.3,9.41,5.49,12.3,loyal_midmarket
C0841,43.3,37850.78,1.34,107.07,30.2,8.16,1.15,11.7,91.22,4.98,3.3,18.2,value_seekers
C0842,36.7,85939.5,7.02,327.63,87.79,2.84,1.03,44.7,37.26,9.13,5.72,50.0,premium_repeaters
C0843,54.9,44599.87,7.14,203.58,76.97,3.78,0.86,32.8,66.99,11.66,8.87,38.0,loyal_midmarket
C0844,52.3,68929.89,5.73,175.48,58.21,4.68,0.53,44.3,58.89,12.12,3.09,39.7,loyal_midmarket
C0845,46.0,31215.23,2.88,122.69,47.71,7.39,1.17,5.7,91.06,7.61,1.0,13.2,value_seekers
C0846,31.7,69331.26,5.31,195.21,68.97,3.03,1.47,21.2,51.01,7.18,6.09,23.9,high_potential
C0847,40.0,41664.85,4.32,168.72,91.75,1.76,0.45,36.2,69.92,12.43,7.63,41.0,loyal_midmarket
C0848,28.2,119479.32,6.51,379.83,65.15,4.66,0.92,39.4,14.86,8.89,6.31,46.2,premium_repeaters
C0849,43.4,34084.21,3.47,55.7,46.2,8.93,2.06,8.6,79.26,6.03,6.86,9.7,value_seekers
C0850,31.8,73735.16,5.99,163.81,79.89,5.93,0.74,9.5,26.3,9.26,7.4,13.6,high_potential
C0851,24.9,28712.13,3.27,61.32,44.06,6.75,0.85,10.0,74.53,5.57,1.0,16.4,value_seekers
C0852,24.3,36390.47,4.41,70.97,62.97,5.86,2.2,20.2,85.6,11.34,4.6,18.4,value_seekers
C0853,42.6,102635.15,4.33,215.66,61.53,3.83,0.56,19.6,46.93,6.93,5.85,19.6,high_potential
C0854,48.6,72556.17,5.99,205.42,71.06,5.54,0.96,6.4,35.39,6.79,6.95,8.7,high_potential
C0855,43.5,36966.67,2.63,61.38,57.0,3.09,1.13,14.7,94.63,11.2,3.28,13.3,value_seekers
C0856,33.9,75184.03,6.79,149.16,74.98,4.07,1.62,15.6,57.01,10.62,8.56,22.2,loyal_midmarket
C0857,25.4,127137.03,7.31,383.32,84.35,4.11,0.0,30.2,39.07,13.46,6.65,35.7,premium_repeaters
C0858,31.7,58071.53,4.17,293.12,66.23,3.53,0.5,26.5,43.57,10.62,4.73,34.2,high_potential
C0859,27.0,57316.99,7.59,180.59,52.51,1.79,0.53,21.6,35.59,6.58,7.14,19.9,loyal_midmarket
C0860,47.1,68797.88,6.0,197.82,65.63,5.72,1.37,35.2,78.9,10.12,4.86,32.9,loyal_midmarket
C0861,39.7,126032.51,5.44,279.07,80.75,4.8,1.15,52.2,30.99,13.16,8.78,52.2,premium_repeaters
C0862,41.8,116863.92,7.32,427.53,77.84,3.6,1.14,40.8,21.44,14.8,8.18,42.7,premium_repeaters
C0863,29.1,107281.32,8.59,356.93,88.48,2.82,0.99,40.8,28.47,13.48,9.84,45.1,premium_repeaters
C0864,33.1,71879.69,5.71,207.63,60.06,6.95,1.85,46.6,57.39,9.34,4.68,49.0,loyal_midmarket
C0865,56.2,53998.05,4.08,67.69,67.59,8.24,0.92,9.0,93.9,12.29,7.85,15.1,value_seekers
C0866,34.9,96353.74,5.16,231.59,80.62,3.61,1.37,28.2,43.94,10.22,5.49,32.1,high_potential
C0867,34.5,105215.79,4.3,210.74,68.51,6.84,1.43,16.3,34.2,10.16,6.38,20.6,high_potential
C0868,43.7,121810.58,8.64,337.7,81.6,2.22,2.18,38.6,29.63,11.67,7.41,39.0,premium_repeaters
C0869,51.9,33773.66,3.94,48.77,66.03,9.98,2.31,3.6,75.66,11.82,7.45,22.2,value_seekers
C0870,39.0,46724.77,2.65,114.88,31.79,4.97,0.78,19.9,81.54,2.29,1.95,21.8,value_seekers
C0871,56.6,106832.33,5.39,312.27,69.35,4.25,1.23,26.5,25.63,10.76,6.45,24.6,premium_repeaters
C0872,48.7,51835.99,3.8,79.22,45.8,8.2,1.73,6.1,91.94,5.94,3.85,3.9,value_seekers
C0873,36.7,70652.22,2.75,183.18,70.79,2.49,1.09,26.1,54.42,11.54,6.64,20.8,high_potential
C0874,23.8,77092.21,8.52,151.13,39.25,3.1,1.49,34.3,43.06,3.12,4.3,34.9,loyal_midmarket
C0875,27.7,110594.32,6.56,298.29,80.1,3.56,1.0,44.2,27.42,10.65,10.17,43.2,premium_repeaters
C0876,56.1,67767.46,4.34,213.93,71.27,6.52,0.85,16.4,54.15,9.91,6.41,24.0,high_potential
C0877,20.0,72560.63,6.38,150.34,77.37,5.37,1.17,21.3,54.56,9.93,7.44,21.0,loyal_midmarket
C0878,44.7,94558.2,6.89,230.69,74.45,7.03,2.31,26.7,46.83,11.08,6.42,28.7,loyal_midmarket
C0879,43.6,107267.34,9.93,279.51,83.49,4.18,0.11,32.0,22.7,11.76,5.55,32.6,premium_repeaters
C0880,25.9,159866.41,7.61,367.45,73.67,2.65,1.86,19.0,30.23,9.25,5.32,19.4,premium_repeaters
C0881,32.1,72425.3,3.12,168.96,67.1,2.55,2.11,28.1,51.86,12.2,9.56,29.7,loyal_midmarket
C0882,20.0,131421.51,9.13,434.4,79.99,5.54,1.3,43.7,30.8,8.34,5.0,46.9,premium_repeaters
C0883,42.4,90893.18,3.57,209.72,75.25,5.09,0.55,24.3,45.11,10.39,8.38,21.5,high_potential
C0884,30.1,83642.13,5.24,160.91,58.11,3.82,0.36,32.6,59.7,7.86,6.76,34.3,loyal_midmarket
C0885,51.3,36495.67,2.92,68.85,31.35,9.32,1.69,14.3,92.2,5.77,3.17,9.7,value_seekers
C0886,34.9,66460.91,6.59,119.58,82.63,5.93,0.68,28.1,38.67,9.15,8.6,28.2,loyal_midmarket
C0887,40.5,87321.57,6.17,169.3,72.35,4.96,0.55,27.5,51.33,10.76,4.44,29.5,loyal_midmarket
C0888,28.1,47986.96,3.5,153.82,40.35,8.81,4.06,15.2,81.46,3.45,4.27,23.3,value_seekers
C0889,41.3,37738.0,3.31,54.4,61.12,7.31,0.83,21.5,77.97,9.68,2.48,26.9,value_seekers
C0890,39.6,130516.42,7.35,321.9,77.13,1.41,1.0,25.6,25.71,9.38,9.04,31.9,premium_repeaters
C0891,29.0,83362.24,5.68,141.19,53.56,5.49,0.76,46.0,47.88,6.28,4.88,48.9,loyal_midmarket
C0892,44.1,102789.84,4.93,214.84,75.85,2.09,1.2,19.1,54.93,12.9,6.49,20.3,high_potential
C0893,22.6,44224.41,3.19,101.54,40.48,12.12,3.41,19.2,94.33,5.14,3.74,15.6,value_seekers
C0894,38.7,40216.13,1.86,118.79,70.85,11.2,2.67,15.4,75.26,9.42,5.8,25.8,value_seekers
C0895,48.9,137931.47,9.26,293.37,75.91,2.85,0.93,55.2,21.57,15.5,7.35,57.7,premium_repeaters
C0896,20.0,86546.22,5.43,196.51,57.84,4.42,0.87,6.9,45.27,8.75,5.39,7.5,high_potential
C0897,36.3,38300.37,3.41,70.4,45.13,8.15,1.08,15.6,84.09,6.17,3.71,27.3,value_seekers
C0898,33.4,38198.46,2.53,107.15,36.77,6.58,1.37,8.1,67.99,5.65,5.53,13.6,value_seekers
C0899,31.5,48758.61,4.02,137.07,43.83,8.16,1.79,23.3,82.02,4.63,4.73,27.6,value_seekers
C0900,32.0,76966.09,5.97,199.8,53.12,5.29,0.92,62.6,55.4,10.2,4.34,59.1,loyal_midmarket
C0901,42.2,62503.78,6.6,202.74,74.34,5.04,1.3,36.3,57.03,10.73,5.61,42.7,loyal_midmarket
C0902,34.0,40701.37,4.25,45.34,23.63,10.3,3.02,6.4,82.8,3.99,1.0,7.4,value_seekers
C0903,36.7,32035.04,3.2,86.37,31.49,9.97,1.47,11.5,84.26,2.63,1.0,16.8,value_seekers
C0904,31.7,68282.55,6.27,136.57,54.12,5.33,0.75,19.5,62.69,7.79,5.33,26.1,loyal_midmarket
C0905,40.3,84827.5,1.88,164.53,72.87,5.38,0.11,17.6,34.78,11.9,8.12,19.5,high_potential
C0906,42.9,126261.82,8.79,320.73,100.0,1.92,0.64,52.8,34.02,10.2,11.37,57.5,premium_repeaters
C0907,27.4,69553.31,7.7,108.83,70.57,3.99,1.54,37.2,57.29,9.72,7.11,38.9,loyal_midmarket
C0908,47.3,50903.67,3.65,58.1,46.29,14.53,3.12,1.0,82.51,5.69,3.83,1.0,value_seekers
C0909,32.3,46969.71,2.35,119.72,44.33,5.66,2.7,4.7,77.56,4.96,1.01,15.3,value_seekers
C0910,34.3,65018.22,6.75,207.44,90.77,7.53,1.31,25.1,68.62,12.13,6.5,24.5,loyal_midmarket
C0911,32.5,109629.64,7.15,380.19,74.9,1.85,0.1,44.5,28.58,11.48,8.76,44.6,premium_repeaters
C0912,38.3,76297.83,4.9,248.33,67.01,4.77,0.98,8.8,47.68,7.2,6.11,13.0,high_potential
C0913,20.9,108726.01,7.09,261.21,63.41,5.52,0.76,20.0,38.28,10.5,6.17,20.6,high_potential
C0914,38.4,94044.22,5.04,226.18,78.77,4.36,1.04,30.2,47.42,10.82,6.55,32.6,high_potential
C0915,43.9,91130.18,4.24,204.18,66.89,4.97,1.29,16.5,25.92,7.57,7.16,19.0,high_potential
C0916,36.7,67023.62,5.95,207.71,53.58,5.09,0.8,14.1,38.62,3.94,6.65,14.2,high_potential
C0917,27.0,39800.78,2.77,61.79,54.25,4.75,1.91,10.5,77.8,7.77,5.26,10.0,value_seekers
C0918,32.5,34929.67,3.41,112.21,25.05,7.98,1.04,7.7,84.09,6.23,3.57,4.8,value_seekers
C0919,42.9,48812.33,4.43,200.77,65.15,7.7,1.57,37.0,44.8,11.92,6.51,33.9,loyal_midmarket
C0920,38.0,62102.03,7.17,258.45,65.82,5.99,0.94,34.9,40.43,13.0,3.47,37.0,loyal_midmarket
